RecNo|Submod|Pos|MaxPar|NotP|Runout|NotR|NomT|NotT|MinMach|NotM|Discard|NotD|Finish|NotF
52095|Laredo|F|.0005||.002||NS||1.122|||044|NS|
52096|Limited|R|.0005||.007||NS||.492|||044|NS|
52097|Limited|F|.0005||.002||NS||1.122|||044|NS|
52120||F|.0035||.0008||NS||1.049|||044|NS|
52121||R|.0035||.0008||NS||.409|||044|NS|
52182|W/O Alcon Brakes|F|.0003||.0035||1.259||NS||1.102||NS|
52183|W/ Alcon Brakes|F|.0003||.0035||1.417||NS||1.339||NS|
52184|W/O Alcon Brakes|R|.0003||.0029||.787||NS||.708||NS|
52185|W/ Alcon Brakes|R|.0003||.0029||1.102||NS||1.024||NS|
52240||F|NS|||100|NS|||047|.803|||099
52312||R|NS||.0007||NS||.421|065|.394||NS|
52313|W/ 15" Disc|F|NS||.0007||NS||.937|065|.906||NS|
52314|W/ 16" Disc|F|NS||.0007||NS||1.016|065|.984||NS|
52369|FWD|F|.0003||.0014|059|1.024||.937|065|.906||NS|
52370|FWD|R|.0003||.0019|060|.378||.350|065|.331||NS|
52371||F|.0003||.0014|059|1.024||.937|065|.906||NS|
52372||R|.0003||.0019|060|.378||.350|065|.331||NS|
52376|W/O ABS|F|.0003||.0014||.866||NS||.787||NS|
52407|4WD|F|.0003||.0016||1.100||1.020|065|.980||NS|
52408|4WD|R|.0003||.002||.470||.420|065|.390||NS|
52685||R|.001||.002||NS||NS||.724||NS|
52686||F|.001||.002||NS||NS||1.079||NS|
52689||F|.0004||.002|012|NS||1.039|||044|NS|
52690||R|.0001||.005|012|NS||.803|||044|NS|
52765|Sedan W/ Single|R|.0006||.0022|012|.631||.591|||044|NS|
52766|Sedan W/ Single|F|.0006||.0014|012|1.260||1.181|||044|NS|
52767|Sedan W/ Twin|R|.0006||.0022|012|.631||.551|||044|NS|
52768|Sedan W/ Twin|F|.0006||.0014|012|1.102||1.024|||044|NS|
52769|Coupe|F|.0006||.0014|012|1.102||1.024|||044|NS|
52770|Coupe|R|.0006||.0022|012|.630||.551|||044|NS|
52802|Coupe|R|NS||NS||NS||NS|047|.882||NS|
52803||R|NS||NS||NS||NS|047|.882||NS|
52806|3.0L|F|NS||NS||NS|||098|.803|||099
52831||R|.0010||.005||.870||NS||.803||NS|
52870||R|.0004||.001||.433||NS||.370||NS|
52900|2-Door||NS||.006||.394||.315|||044|NS|
52936||R|NS||NS||.945|||098|NS|||099
52949|Sedan|R|NS||NS||.394||.311||.291||NS|
52951|Sedan|F|NS||NS||1.102||1.024||1.000||NS|
52985||F|NS||.004||.866||NS||.787||NS|
52989||F|.0009||.002||NS||NS||1.079||NS|
52990||R|.0009||.002||NS||NS||.724||NS|
53005||R|NS||.003||.393||.358||.314||NS|
53006||F|NS||.003||.984||.948||.905||NS|
53044||F|.001||.002||NS||NS||1.079|||
53045||R|.001||.002||NS||NS||.724|||
53081||F|.0006||.0016||.988||NS||.905||NS|
53082||R|.0006||.0016||.476||NS||.393||NS|
53107||F|NS||.001||1.024||NS||.961||NS|
53108||R|NS||.001||.394||NS||.315||NS|
53196||R|.0010||.0020||.551||.472||.465|||
53197||F|.0010||.0020||1.023||.906||.898|||
53200|16"+|R|.0006||.0031||.787||.728||.708||NS|
53201|16"+|F|.0006||.0031||1.102||1.043||.984||NS|
53202|15"|R|.0006||.0031||.427||.413||.393||NS|
53203|15"|F|.0006||.0031||.984||.925||.866||NS|
53210|Ralliart|R|NS||.0016||.790||NS||.724||NS|
53236|W/ 17" Disc Solid|R|NS||.0010||.433||NS||.354||NS|
53237|W/Vented|R|NS||.0010||.866||NS||.787||NS|
53238|W/ 16" Disc|R|NS||.0010||.472||NS||.393||NS|
53239||F|NS||.0008||1.102||NS||1.023||NS|
53309||R|NS||.0059||.433||NS||.390||NS|
53324||F|.0002||.002||1.028||.961||NS||NS|
53325|14 inch rotor|R|.0006||.0024||.402||.331||NS||NS|
53326|16 inch rotor|R|.0006||.0016||.402||.331||NS||NS|
53341||R|.0004||.001||NS||NS||.409||NS|
53342||F|.0004||.001||NS||NS||1.039||NS|
53385||R|NS||NS||.708||.673||.630||NS|
53386||F|NS||NS||1.102||1.066||1.023||NS|
53387||R|.002||NS||.708||.673||.630||NS|
53388||F|.002||NS||1.102||1.066||1.023||NS|
53425||R|.0006||.0016||.429||NS||.354||NS|
53432||R|.0006||.0016||.358||NS||.295||NS|
53433||F|.0006||.0016||1.106||NS||1.023||NS|
53436||F|.0006||.0016||1.339||NS||1.260||NS|
53437||R|.0006||.0020||.630||NS||.551||NS|
53440||F|.0006||.001|012|1.024||.965|||044|NS|
53441||R|.0006||.002|012|.551||.472|||044|NS|
53508|With 12 inch rotor.|R|NS||.0016||.787||NS||.709||NS|
53509|With 13 inch rotor.|R|NS||.0016||.887||NS||.787||NS|
53510|With 14 inch rotor.|F|NS||.0016||1.339||NS||1.221||NS|
53511|With 13 inch rotor.|F|NS||.0016||1.181||NS||1.063||NS|
53518||F|.0006||.002||NS||.790|156||044|NS|
53526||R|.0006||.002||NS||.385||.354|044|NS|
53527||F|.0006||.002||NS||.937||.910|044|NS|
53549||R|.0005||.002||NS||0.63|||044|NS|
53550||F|.0005||.002||NS||1.03|||044|NS|
53562|4Matic|F|NS||NS||1.102||1.023||1.000||NS|
53563|4Matic|R|NS||NS||.393||.346||.326||NS|
53567|4MATIC|F|NS||NS||1.259||1.181||1.157||NS|
53569|4MATIC|R|NS||NS||.866||.787||.764||NS|
53639||F|NS||.001||NS||NS||1.039||NS|
53734||R|.0006||.0020|012|.709||.630|||044|NS|
53754||R|.0006||.0020|012|.709||.630||NS||NS|
53764|15" Wheels|F|NS||.0020||.984||NS||.866||NS|
53765|16" Wheels|F|NS||.0020||1.102||NS||.984||NS|
53794|X-Runner|F|NS||.0020||.984||NS||.906||NS|
53795|Base|F|NS||.0020||.984||NS||.906||NS|
53841||R|NS||NS||||1.453||1.429|||
53936|Others|R|NS||.007||.629||NS||.550||NS|
53937||F|NS||.007||.866||NS||.748||NS|
53938|Models 901, 902|R|NS||.007||.470||NS||.400||NS|
54060|FS III|F|NS||NS||.866||NS||.784||NS|
54061|C38 16" Diameter|R|NS||NS||.866||NS||.787||NS|
54080|CII 38 16"|R|NS||NS||.472||NS||.393||NS|
54081|CII 41 17"|R|NS||NS||.866||NS||.787||NS|
54084|CII 41 15", 16"|R|NS||NS||.472||NS||.393||NS|
54110|C38|R|NS||NS||.393||NS||.315||NS|
54175|W/ 4.8L|F|NS||NS||NS||NS|098|1.354||NS|
54176|W/ 3.0L|R|NS||NS||NS||NS|098|.772||NS|
54177|W/ 3.0L|F|NS||NS||NS||NS|098|1.181||NS|
54178|W/ 4.6L|R|NS||NS||NS||NS|098|.881||NS|
54218||R|.0004||.002||.39||NS||.31||NS|
54219||F|.0002||.0016||1.10||NS||1.04||NS|
54228||F|.0002||.0016||.870||NS||.790||NS|
54236||R|NS||.0012||.390||NS||.315||NS|
54237||F|NS||.0012||1.024||NS||.945||NS|
54248||F|.0002||.0012||1.024||NS||.945||NS|
54250||R|NS||.003||.787||NS||.669||NS|
54253||F|NS||.002|107|1.181||NS||1.063||NS|
54255||R|NS||.003||.780||NS||.670||NS|
54264||R|NS||NS||NS||||.331||NS|
54265||F|NS||NS||NS||||.803||NS|
54266||F|NS||.0012||1.024||NS||.960||NS|
54271||R|.0006||.0032||.390||NS||.330||NS|
54276||F|.0002||.0020||1.023||NS||.944||NS|
54277||R|.0004||.0020||.393||NS||.330||NS|
54300|JH6/JH7|F|.001||.005||1.496||1.457||1.437||NS|
54301|JF3/JF7/JD9|F|.001||.002||1.181||||1.102||NS|
54302|JH6|R|.001||.005||1.181||1.102||1.083||NS|
54303|JH7|R|.001||.005||1.181||1.142||1.122||NS|
54304|JD9|R|.0004||.002||.787||.728||.709||NS|
54616||R|.001||.002||.79||||.72|||
54617||F|.001||.002||1.14||||1.08|||
54620||R|.001||.002||.787||NS||.724|||
54622||F|.001||.002||1.142||NS||1.083|||
54634||F|.0002||.002||1.024||NS||.945||NS|
54635||R|.0002||.002||.394||NS||.315||NS|
54638||F|NS||.002||NS||NS||1.259||NS|
54639||R|NS||.002||NS||NS||.748||NS|
54642|W/O Code U29|R|NS||NS||.551||.472||.448||NS|
54643|W/ Code U29|R|NS||NS||.866||.787||.763||NS|
54683||F|NS||.0008||1.102||1.043||1.023||NS|
54684|W/ 17" Disc Solid|R|NS||.0010||.433||.381||.354||NS|
54685|W/Vented|R|NS||.0010||.866||.814||.787||NS|
54686|W/ 16" Disc|R|NS||.0010||.472||.421||.393||NS|
54704||F|.0004||.002||.950||NS||.870|||
54705||R|.0004||.002||.400||NS||.310|||
54711|Vented Rotor|R|NS||NS||NS|||098|.685|||
54712|Solid Rotor|R|NS||NS||NS|||098|.331|||
54713||F|NS||NS||NS|||098|.803|||
54791||F|NS||.0019||1.260||NS||1.142||NS|
54792||R|NS||.0078||.709||NS||.630||NS|
54907||F|.0004||.0012||1.10||NS||1.04||NS|
54908||R|.0004||.0012||1.10||NS||1.04||NS|
54935||R|.001||.002||.790||NS||.720|||
54939|11.8 Inch Rotor|R|.0006||.0016||.386|165|.331|||044|NS|
54940||F|.0002||.0020||1.020|164|.961|||044|NS|
54941|10.3 Inch Rotor|R|.0006||.0024||.386|165|.331|||044|NS|
54942||F|.0002||.0020||1.020|164|.961||NS||NS|
54943|10.3 inch rotor|R|.0006||.0024||.386|165|.331||NS||NS|
54944|11.8 inch rotor|R|.0006||.0016||.386|165|.331||NS||NS|
54972||F|NS||NS||1.102||NS||0.984||NS|
54973|Single Rear Wheel|R|NS||NS||.629||NS||.550||NS|
54974|Dual Rear Wheel|R|NS||NS||1.102||NS||0.984||NS|
54990|16" rotor|R|.0006||.0016||.386|165|.331||NS||NS|
54991|14" rotor|R|.0006||.0024||.386|165|.331||NS||NS|
55001|W/ 16" rotor|R|NS||NS||.472||NS||.354||NS|
55002|W/ 1LK, 1LM, 1LN|F|NS||NS||1.181||NS||1.102||NS|
55003|W/ 1LJ, 1LL|F|NS||NS||.984||NS||.827||NS|
55004|W/ 17" rotor|R|NS||NS||.866||NS||.748||NS|
55006||R|NS||NS||.472||NS||.354||NS|
55010|Evolution|F|NS||NS||1.260||NS||1.181||NS|
55011|GTS|F|NS||.0024||1.024||NS||.960||NS|
55012|ES|R|NS||.0032||.390||NS||.330||NS|
55013|ES|F|NS||.0024||1.024||NS||.960||NS|
55014|DE|R|NS||.0032||.390||NS||.330||NS|
55015|GTS|R|NS||.0032||.390||NS||.330||NS|
55016|DE|F|NS||.0024||1.024||NS||.960||NS|
55017|Evolution|R|NS||NS||.870||NS||.803||NS|
55068||R|NS||.006||.392||.372||.354||NS|
55141|JM3|F|.001||.002||1.03||.980||.965|||
55142|JM1|R|.001||.002||.787||.784||.728|||
55143|JM1|F|.001||.002||1.14||1.10||1.08|||
55145|JM1|R|.001||.002||.787||.748||.728|||
55147||R|.001||.002||.787||.783||.728||30-60|
55148|W/O 4 Wheel disc|F|.001||.002||1.030||.980||.965||30-60|
55149|W/ 4 Wheel disc|F|.001||.002||1.140||1.130||1.080||30-60|
55165|W/ 10.08 in Disc|F|.004||.002||.945||NS||.866||NS|
55166|W/ 9.29 in Disc|F|.004||.002||.787||NS||.709||NS|
55207||R|NS||NS||.472||.413||.393||NS|
55208||R|NS||.002||NS||.456||.433||NS|
55209||F|NS||.002||NS||.969||.944||NS|
55212|Hybrid|R|NS||.002||NS||.456||.433||NS|
55215|Hybrid|F|NS||.002||NS||.969||.944||NS|
55238||R|NS||NS||.787||NS||.708||NS|
55239||F|NS||.003||1.102||NS||.984||NS|
55345|Non Vented|F|NS||.0003||.629||.535||.511||NS|
55346|Vented|F|NS||.0005||1.181||1.086||1.063||NS|
55359|Late (GMT800)|F|.0005||.003||1.140||1.102||1.083||30-60|
55390|w/ V-6|F|.001||.002||1.267||1.220||1.210|||
55391|w/ V-8|R|.001||.002||.433||.368||.354|||
55392|w/ V-8|F|.001||.002||1.181||1.130||1.129|||
55393|w/ V-6|R|.001||.002||.551||.510||.492|||
55416||R|NS||.002||NS||.417||.393||NS|
55417||F|NS||.002||NS||1.066||1.043||NS|
55420|W/ Ceramic Disc|R|.0006||.003|217|1.181||1.169||NS||216|
55421|W/ 17"|F|.0006||.003|215|1.260||1.244||1.181|||
55422|W/ Ceramic Disc|F|.0006||.003|217|1.496||1.484||NS||216|
55423|W/ 18"|F|.0006||.003|215|1.338||1.322||1.260|||
55424|W/ 19"|R|.0006||.003|215|1.102||1.086||1.024|||
55425|W/ 19"|F|.0006||.003|215|1.496||NS||1.417|||
55426|W/ 18"|R|.0006||.003|215|1.102||1.086||1.023|||
55427|W/ 17"|R|.0006||.003|215|1.102||1.086||1.023|||
55475|Wagon|F|NS||NS||1.102||1.024||1.000||NS|
55476|Wagon|R|NS||NS||.866||.803||.764||NS|
55509|W/O Code Z07|R|NS||NS||.866||.807||.764||NS|
55510|W/ Code Z07|R|NS||NS||1.102||.787||.763||NS|
55512|4Matic|F|NS||NS||1.260||1.181||1.157||NS|
55577||R|.0004||.002||.472||NS||.409||NS|
55663||F|.001||.003||.945||NS||.886||NS|
55664||R|.001||.003||.394||.374||.345||NS|
55715||R|NS||.0015||.394||NS||.335||NS|
55716||F|NS||.0020||.984||NS||.866||NS|
55718||F|.0006||.0016||1.024||.945|||044|NS|
55725||F|NS||NS||1.339||NS||1.260||NS|
55726|W/ RPO 1LW Ceramic|F|NS||NS||1.496||NS|||200|NS|
55727||R|NS||NS||1.26||NS||1.181||NS|
55728|W/ RPO 1KU Ceramic|R|NS||NS||1.26||NS|||200|NS|
55729||R|NS||.0016||NS||NS||.354||NS|
55730||F|NS||.0030||NS||NS||.905||NS|
55838||R|.0010||.0020||NS||NS||.724|||
55839||F|.0010||.0020||NS||NS||1.079|||
55965||F|NS||.0020||1.181||NS||1.102||NS|
55966||R|NS||.0020||.708||NS||.629||NS|
55977|WRX STI|R|NS||.0028||.787||NS||.709||NS|
55978|WRX|F|NS||.0020||.945||NS||.866||NS|
55979|WRX STI|F|NS||.0030||1.181||NS||1.102||NS|
55980|2.5I|F|NS||.0020||.945||NS||.866||NS|
55981||R|NS||.0020||.394||NS||.335||NS|
56035||F|NS||NS||1.102||||1.023||NS|
56098|2WD W/ 494|F|NS||NS||1.259||1.181||1.157||NS|
56099|2WD W/ 950|F|NS||NS||1.259||1.181||1.157||NS|
56100|2WD W/ 498|F|NS||NS||1.259||1.181||1.157||NS|
56101|2WD W/ 625|F|NS||NS||1.259||1.181||1.157||NS|
56102|4matic|F|NS||NS||1.259||1.181||1.159||NS|
56103|2WD W/ 952|F|NS||NS||1.259||1.181||1.157||NS|
56118|W/O Code Z04,950,952|F|NS||NS||1.102||1.023||1.000||NS|
56119|W/O Code 494,498,625|R|NS||NS||.866||.787||.764||NS|
56120|W/ Code Z04|F|NS||NS||1.259||1.200||1.157||NS|
56121|W/ Code 494,498,625|R|NS||NS||.393||.346||.326||NS|
56131|ex. Type S|F|.0006||.004||1.098||NS||1.024||NS|
56140||F|.0006||.0016||.910||NS||.830||NS|
56141||R|.0006||.0016||.360||NS||.300||NS|
56147||R|.0006||.004||.440||NS||.350||NS|
56154||F|.0006||.0016||1.106||NS||1.024||NS|
56155||R|.0006||.0016||.440||NS||.354||NS|
56322||F|.0004||.003||1.024||NS||.964||NS|
56480|W/ Brembo Brakes|R|NS||.006||1.102||NS||1.024||NS|
56481|W/O Brembo Brakes|R|NS||.003||.788||NS||.728||NS|
56482|W/ Brembo Brakes|F|NS||.006||1.260||NS||1.181||NS|
56596||F|NS||.002||NS||.929||.905||NS|
56597||R|NS||.002||NS||.338||.314||NS|
56598||F|NS||.002||NS||1.145||1.122||NS|
56604|W/ 13.23" rotor|R|NS||NS||.866||NS||.866||NS|
56605|W/ 13.70" Rotor|F|NS||NS||1.181||NS||1.118||NS|
56606|W/ 14.17" rotor|F|NS||NS||1.181||NS||1.118||NS|
56607|W/ 11.49" rotor|F|NS||NS||.866||NS||.803||NS|
56608|W/ 11.65" rotor|R|NS||NS||.394||NS||.331||NS|
56609|W/ 12.76" rotor|R|NS||NS||.866||NS||.866||NS|
56610|W/ 12.28" Rotor|F|NS||NS||.945||NS||.882||NS|
56611|W/ 12.99" Rotor|F|NS||NS||.945||NS||.882||NS|
56612|W/ 11.81" Rotor|F|NS||NS||.945||NS||.882||NS|
56613|W/ 13.31" rotor|F|NS||NS||1.023||NS||.961||NS|
56614|W/ 13.78" rotor|R|NS||NS||.945||NS||.881||NS|
56615|W/ 11.81" Rotor|R|NS||NS||.787||NS||.724||NS|
56661|JL9 With LNF|R|.001||.002||.783||.717||.709|||
56662|JL9 Without  LNF|R|.001||.002||.551||.472||.465|||
56664|JL9 Without  LNF|F|.001||.002||1.023||.906||.898|||
56665|JL9 With LNF|F|.001||.002||1.023||.952||.945|||
56709|J41 / JM4|F|.001||.002||.933||.896||.870|||
56717|J41/JM4|F|.001||.002||1.023||.906||.898|||
56904|JE5|F|.002||.001||1.181||NS||1.122|||
56905|J55|R|.002||.001||.906||NS||.846|||
56906|JE5|R|.002||.001||.906||NS||.846|||
56907|J55|F|.002||.001||1.181||NS||1.122|||
56931|11.58 inch dia. Disc|F|NS||NS||0.866||||.803||NS|
56932|12.44 inch dia. Disc|F|NS||NS||0.866||||.803||NS|
56934|11.02 inch dia. Disc|R|NS||NS||0.394||||.331||NS|
56935|11.02 inch dia. Disc|F|NS||NS||0.866||||.803||NS|
56936|10.20 inch dia .Disc|R|NS||NS||0.394||||.331||NS|
57022||F|.001||.0020||1.181||1.131||1.102||NS|
57023||R|.001||.0020||.866||.817||.787||NS|
57365||F|NS||.002||NS||NS||.905||NS|
57367|Bullitt|F|NS||.003||NS||1.141||1.118||NS|
57371|Bullitt|R|NS||.003||NS||.708||.685||NS|
57405||F|.0005||NS||1.102||1.023||.999||NS|
57406||R|.0005||NS||.354||.299||.287||NS|
57409||R|.0004||.002||.463|160|.409|||044|NS|
57410||F|.0004||.002||1.097|114|1.040|||044|NS|
57417|Base Brakes|R|.0004||.0014||.389|161|NS||.335|044|NS|
57418|Premium Brakes|F|.0004||.0014||1.097|114|NS||1.040|044|NS|
57419|SRT-8|R|.0016||.0012||1.098|115|NS||1.024|044|15-80|
57420|SRT-8|F|.0016||.0012||1.256|163|NS||1.181|044|15-80|
57421|Base Brakes|F|.0004||.0014||1.097|114|NS||1.043|044|NS|
57422|Premium Brakes|R|.0004||.0014||.861|162|NS||.807|044|NS|
57587|W/ 15" Disc|F|NS||.003||NS||.937||.905||NS|
57588|W/ 16" Disc|F|NS||.0016||NS||1.015||.984||NS|
57589||R|NS||.0016||NS||.385||.354||NS|
57590||F|NS||.0030||NS||.937|065|.905||NS|
57591||R|NS||.0016||NS||.386|065|.354||NS|
57597||F|NS||.0016||NS||.937||.905||NS|
57598||R|NS||.0020||NS||.385||.354||NS|
57626||R|.0004||.001||.472||.409||NS||NS|
57627||F|.0004||.001||1.102||1.039||NS||NS|
57822||F|.0008||.0014||1.024||.945||NS||NS|
57823||R|.0008||.0028||.631||.551||NS||NS|
57848|W/ Single|R|.0006||.0022|012|.631||.591|||044|NS|
57849|W/ Twin|R|.0006||.0022|012|.787||.709|||044|NS|
57850|W/ Single|F|.0006||.0014|012|1.260||1.181|||044|NS|
57851|W/ Four|F|.0006||.0014|012|1.260||1.181|||044|NS|
57877||R|NS||.0020||.390||NS||.334||NS|
58015||F|.0035||.0008||NS||1.039|||044|NS|
58026|W/ 10.3 Inch|R|.0006||.0024|012|.386|165|.331|||044|NS|
58027|W/ 11.8 Inch|R|.0006||.0016|012|.386|165|.331|||044|NS|
58028||F|.0002||.002|012|1.028|164|.961|||044|NS|
58076|1LA, 1LD, 1LJ|F|NS||NS||1.181||||1.102||NS|
58077|1KD|R|NS||NS||.394||||.315||NS|
58078|1KP, 1KW|R|NS||NS||.472||||.394||NS|
58079|Caliper 1LZ|F|NS||NS||.866||||.748||NS|
58080|1LB, 1LE, 1LF, 1LT|F|NS||NS||.984||||.906||NS|
58081|1KE, 1KY|R|NS||NS||.866||||.787||NS|
58082|Brembo 1LP|F|NS||NS||1.339||||1.260||NS|
58130|W/ RPO 1KW/2EH|R|NS||NS||.472||NS||.394||NS|
58131|W/ RPO 1LM|F|NS||NS||1.339||NS||1.26||NS|
58132|W/ RPO 1LA, 1LB, 1LJ|F|NS||NS||1.181||NS||1.102||NS|
58133|W/ RPO 1KE,1KP,GP0|R|NS||NS||.866||NS||.787||NS|
58134|W/ RPO GP1,GP2,2ED|R|NS||NS||.866||NS||.787||NS|
58135|W/ RPO 1LT,1LY|F|NS||NS||.984||NS||.906||NS|
58136|W/ RPO 1ZT,1LD|F|NS||NS||1.181||NS||1.102||NS|
58137|W/ RPO 1LW|F|NS||NS||1.496||NS|||200|NS|
58138|W/ RPO 1KZ|R|NS||NS||.866||NS||.787||NS|
58178|1KE|R|NS||NS||.866||||.787|||
58179|1LP|F|NS||NS||1.34||||1.26|||
58180|1LA,1LD,1LJ|F|NS||NS||1.18||||1.10|||
58181|1KP|R|NS||NS||.472||||.394|||
58182|1KD|R|NS||NS||.394||||.315|||
58183|1KW|R|NS||NS||.472||||.394|||
58184|1LZ|F|NS||NS||.866||||.787|||
58185|1KY|R|NS||NS||.866||||.787|||
58186|1LB, 1LE,1LT,1LF|F|NS||NS||.984||||.906|||
58237||R|.0004||.002||.390||NS||.310||NS|
58238||F|.0002||.0016||1.10||NS||1.040||NS|
58253|Carrera S|R|NS||.001|064|1.102||1.047||1.024||NS|
58255|GT3|F|.0007||.001|064|1.339||1.283||1.260||NS|
58256|Turbo|F|.0007||.001|064|1.339||1.283||1.260||NS|
58258|Turbo|R|.0007||.001|064|1.102||1.047||1.024||NS|
58259|Carrera S|F|NS||.001|064|1.339||1.283||1.260||NS|
58260|GT2|F|.0007||.001|064|1.339||1.283||1.260||NS|
58261|GT2|R|.0007||.001|064|1.102||1.047||1.024||NS|
58262|GT3|R|.0007||.001|064|1.102||1.047||1.024||NS|
58359|Base|F|.0006||.003|215|.945||.889||.866||NS|
58360|Base|R|.0006||.003|215|.787||.732||.709||NS|
58361|Limited Edition|R|.0006||.003|215|.787||.732||.709||NS|
58500||F|NS||.002||NS||NS||1.023||NS|
58501||R|NS||.002||NS||NS||.629||NS|
58547|Heavy Duty|F|.0006||.0030||.984||.925||.866|044|NS|
58548|Heavy Duty|R|.0006||.0030||.787||.728||.709|044|NS|
58549|Standard Duty|F|.0006||.0030||1.102||.925||.866|044|NS|
58550|Standard Duty|R|.0006||.0030||.394||.335||.315|044|NS|
58564|||.0005||.005||.944||.894|||044|NS|
58609||R|.0006||.0016||.360||NS||.310||NS|
58610|6-CYL|F|.0006||.0016||1.106||NS||1.023||NS|
58611|4-CYL Nissin type|F|.0006||.0016||1.106||NS||1.023||NS|
58612|4-CYL Akebono type|F|.0006||.0016||.910||NS||.830||NS|
58629|Hybrid|F|.0006||.0016||.830||NS||.750||NS|
58630|LX|F|.0006||.0016||.830||NS||.750||NS|
58631|DX|F|.0006||.0016||.830||NS||.750||NS|
58632|EX|F|.0006||.0016||.830||NS||.750||NS|
58633|Si|F|.0006||.0016||.990||NS||.910||NS|
58634|W/ R18A4 ENG.|F|.0006||.0016||.910||NS||.830||NS|
58635|DX-G|F|.0006||.0016||.830||NS||.750||NS|
58637|GX|F|.0006||.0016||.830||NS||.750||NS|
58669||F|.0006||.004||.830||NS||.750||NS|
58671||F|.0006||.0016||.988||NS||.910||NS|
58672||R|.0006||.0016||.476||NS||.394||NS|
58695|SRT-8|R|.0016||.0012||1.098|115|1.024|||044|15-80|
58696|Base Brakes|F|.0004||.0014||1.097|114|1.043|||044|NS|
58697|Base Brakes|R|.0004||.0014||.389|161|.335|||044|NS|
58698|Premium Brakes|F|.0004||.0014||1.097|114|1.040|||044|NS|
58699|Premium Brakes|R|.0004||.0014||.861|162|.807|||044|NS|
58700|SRT-8|F|.0016||.0012||1.256|163|1.181|||044|15-80|
58816||R|NS||.002||NS||NS||1.354||NS|
58818||F|NS||.002||NS||NS||1.511||NS|
58827||R|NS||.002||NS||NS||1.590||NS|
58883||R|.0004||.0012||.393||NS||.315||NS|
58911||F|NS||.0020||1.260||NS||1.150||NS|
58913||R|NS||.0006||.709||NS||.630||NS|
58914||F|NS||.0019||1.260||NS||1.150||NS|
58995|LSI|F|.0005||.0035||.709||.669|||044|NS|
59226|3.2L|R|NS||NS||NS|||098|.724|||
59227|3.0L|F|NS||NS||NS|||098|.803|||
59228|3.0L|R|NS||NS||NS|||098|.685|||
59229|3.2L|F|NS||NS||NS|||098|1.039|||
59238||R|NS||NS||NS|||098|0.803|||
59239||F|NS||NS||NS|||098|0.921|||
59248||F|NS||NS||NS||NS|047|1.118||NS|
59249||R|NS||NS||NS||NS|047|.803||NS|
59333||R|.0006||.0022|012|NS||.551|||044|NS|
59334||F|.0006||.0014|012|NS||1.024|||044|NS|
59359||F|NS||.0020||1.260||NS||1.140||NS|
59370|FS III|F|NS||NS||.866||NS||.787||NS|
59402|C41 15",16"|R|NS||NS||.472||NS||.393||NS|
59427|FN3-16" 1ZG|F|NS||NS||.984||NS||||NS|
59428|CII 41-17" 2EA, 2EL|R|NS||NS||.433||NS||||NS|
59429|FNR-G-17" 1LK, 1LM|F|NS||NS||.984||NS||||NS|
59430|CII 38-16" 1KU, 1KW|R|NS||NS||.433||NS||||NS|
59482|CII 41-15" 1KF, 1KE|R|NS||NS||.472||NS||.393||NS|
59483|CII 41-17" 2EL|R|NS||NS||.866||NS||.787||NS|
59484|FN3-16" 1ZD, 1LV|F|NS||NS||.984||NS||.866||NS|
59485|CII 38-16" 1KV|R|NS||NS||.472||NS||.393||NS|
59486|CII 41 -16" 1KJ|R|NS||NS||.472||NS||.393||NS|
59487|FN3-15" 1ZP|F|NS||NS||.984||NS||.866||NS|
59488|FNR-G -17" 1LM|F|NS||NS||1.18||NS||1.06||NS|
59586||F|.0010||.0050||.984||NS||.867||NS|
59587||R|.001||.004||.393||NS||.315||NS|
59720||F|NS||.0023||1.180||NS||1.100||NS|
59721||R|NS||.0023||1.100||NS||1.020||NS|
59779||F|NS||.0001||1.02||NS||.960||NS|
59820||F|.0004||.002|106|1.097|114|NS||1.040||NS|
59821||R|.0004||.002|106|.463|190|NS||.409||NS|
59834|Police|F|.0004||.0014|106|1.097|114|NS||1.040||NS|
59835|SRT8|F|.0016||.0012|106|1.256|163|NS||1.181||NS|
59836|SRT8|R|.0016||.0012|106|1.098|115|NS||1.024||NS|
59837|17" Base Brakes|R|.0004||.0014|106|.389|161|NS||.335||NS|
59838|Police|R|.0003||.001|106|1.019|189|NS||.965||NS|
59839|18" Premium Brakes|F|.0004||.0014|106|1.097|114|NS||1.040||NS|
59840|17" Base Brakes|F|.0004||.0014|106|1.097|114|NS||1.040||NS|
59841|18" Premium Brakes|R|.0004||.0014|106|.861|162|NS||.807||NS|
59842|2.4L|R|.001||.006||.393||NS||.335||NS|
59843|2.4L|F|.001||.002||1.102||NS||.984||NS|
59844|1.8L|R|.001||.006||.354||NS||.295||NS|
59845|1.8L|F|.001||.002||.866||NS||.748||NS|
59858||F|.0003||.0016|012|1.102||1.024||NS||NS|
59859||R|.0008||.0020|012|.630||.551||NS||NS|
59868|13.30 inch dia. Disc|F|NS||NS||1.024||NS|098|0.961||NS|
59869|11.81 inch dia  Disc|R|NS||NS||0.787||NS|098|0.724||NS|
59870|13.00 inch dia. Disc|F|NS||NS||0.945||NS|098|0.882||NS|
59871|11.81 inch dia. Disc|F|NS||NS||0.945||NS|098|0.882||NS|
59874|12.76 inch dia  Disc|R|NS||NS||0.866||NS|098|0.803||NS|
59878|15.15 inch dia. Disc|R|NS||NS||0.945||NS|098|0.882||NS|
